"volunteer_id","name","major_city","state","skills","availability"
671,"Lau, Jimmy","Louisburg","KS","Personal care assistance (dressing, bathing), Fall prevention assistance, Medication reminders (non-medical), Playing games (cards, board games)","Tue 14-17, Mon 9-12"
672,"Zimmermann, Jarrod","Rose Hill","KS","Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17, Tue 14-17"
673,"Gallegos, Carlos","Canton","OH","Home safety assessments, Social event planning","Mon 9-12, Tue 14-17"
674,"Oh, Ricardo","Hart","MI","Senior center activities organization, Home safety assessments, Legal assistance referrals, Home accessibility modifications, Tech support (computers, phones, tablets), Legal assistance referrals, Home accessibility modifications","Tue 14-17, Mon 9-12"
675,"Wako, Charles","New Canaan","CT","Running errands (post office, pharmacy), Legal assistance referrals","Mon 9-12, Tue 14-17"
676,"Gonzalez, Alice","Rockbridge","IL","Mental wellness support (non-clinical), Senior center activities organization, Medication reminders (non-medical), Meal preparation and cooking, Companionship (social outings, visits), Mental wellness support (non-clinical), Gardening and yard work, Personal care assistance (dressing, bathing)","Mon 9-12, Mon 9-12"
677,"el-Sayed, Fakeeha","Houston","TX","Respite care (for family caregivers)","Mon 9-12, Tue 14-17"
678,"Headrick, Codi","Knoxville","TN","Pet care (walking, feeding), Volunteer coordination, Social event planning, Companionship (social outings, visits), Running errands (post office, pharmacy), Music and entertainment (playing instruments, singing)","Tue 14-17, Mon 9-12"
679,"Morquecho, Asien","Killeen","TX","Home safety assessments, Home accessibility modifications, Medication reminders (non-medical), Home safety assessments","Mon 9-12, Tue 14-17"
680,"Le, Deeplata","Mansfield","GA","Travel companionship, Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical)","Mon 9-12, Mon 9-12"
681,"Delauro, Waleed","Parcel Return Service","DC","Personal care assistance (dressing, bathing), Minor home repairs (plumbing, electrical), Personal care assistance (dressing, bathing)","Tue 14-17, Tue 14-17, Mon 9-12"
682,"Parris-Bacon, Brook","Raphine","VA","Assistive technology training, Tech support (computers, phones, tablets), Volunteer coordination, Respite care (for family caregivers), Legal assistance referrals, Playing games (cards, board games), Medication reminders (non-medical), Housekeeping and cleaning","Tue 14-17, Mon 9-12"
683,"el-Mohammad, Mahdi","Midland","IN","Running errands (post office, pharmacy), Assistive technology training, Minor home repairs (plumbing, electrical), Volunteer coordination, Legal assistance referrals","Tue 14-17, Tue 14-17, Mon 9-12"
684,"Tran, Phong","Muskegon","MI","Legal assistance referrals, Home accessibility modifications, Assistive technology training, Assistive technology training, Running errands (post office, pharmacy), Minor home repairs (plumbing, electrical), Gardening and yard work","Tue 14-17, Tue 14-17"
685,"Shigaya, Sharon","Banner","MS","Pet care (walking, feeding), Walking and exercise assistance, Minor home repairs (plumbing, electrical), Companionship (social outings, visits), Transportation (driving, accompanying), Travel companionship, Playing games (cards, board games), Home accessibility modifications","Tue 14-17, Mon 9-12"
686,"Suarez, Dimas","Oscar","LA","Educational program development, Senior center activities organization, Transportation (driving, accompanying), Personal care assistance (dressing, bathing), Home accessibility modifications, Arts and crafts instruction","Tue 14-17, Tue 14-17, Mon 9-12"
687,"Guardiola, Briana","Storden","MN","Fall prevention assistance, Financial management assistance (budgeting), Transportation (driving, accompanying), Home safety assessments, Meal preparation and cooking, Mental wellness support (non-clinical), Walking and exercise assistance, Educational program development","Mon 9-12, Mon 9-12"
688,"Archuleta, Brittanyclaire","Alhambra","CA","Running errands (post office, pharmacy), Assistive technology training, Meal preparation and cooking, Gardening and yard work, Social event planning, Travel companionship, Gardening and yard work","Tue 14-17, Mon 9-12, Tue 14-17"
689,"Atkins, Jonna","Renton","WA","Companionship (social outings, visits), Walking and exercise assistance","Mon 9-12, Mon 9-12, Mon 9-12"
690,"Friehauf, Gretchen","Doyline","LA","Financial management assistance (budgeting), Playing games (cards, board games)","Mon 9-12, Tue 14-17, Mon 9-12"
691,"Le, Halat","Chatham","MS","Legal assistance referrals, Home safety assessments, Pet care (walking, feeding), Gardening and yard work","Mon 9-12, Mon 9-12"
692,"Nosker, Judah","San Antonio","TX","Home safety assessments, Housekeeping and cleaning","Mon 9-12, Mon 9-12, Mon 9-12"
693,"Billington, Ashley","West Clarksville","NY","Travel companionship, Running errands (post office, pharmacy), Educational program development, Personal care assistance (dressing, bathing)","Tue 14-17, Mon 9-12, Tue 14-17"
694,"Hollowell, Mykayla","Knob Lick","KY","Respite care (for family caregivers), Music and entertainment (playing instruments, singing), Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Arts and crafts instruction, Playing games (cards, board games)","Tue 14-17, Tue 14-17"
695,"Leclaire, Destin","Houston","TX","Home accessibility modifications, Tech support (computers, phones, tablets), Educational program development","Mon 9-12, Tue 14-17, Tue 14-17"
696,"Gaynor, David","Monticello","MN","Reading aloud (books, newspapers), Meal preparation and cooking, Walking and exercise assistance, Grocery shopping assistance, Playing games (cards, board games), Playing games (cards, board games), Gardening and yard work, Playing games (cards, board games)","Tue 14-17, Tue 14-17, Tue 14-17"
697,"el-Morad, Fawzaana","Centerport","NY","Educational program development, Arts and crafts instruction","Mon 9-12, Tue 14-17, Mon 9-12"
698,"Smith, Cydnee","New Cumberland","PA","Financial management assistance (budgeting), Financial management assistance (budgeting), Meal preparation and cooking, Tech support (computers, phones, tablets), Meal preparation and cooking, Home safety assessments","Tue 14-17, Mon 9-12, Mon 9-12"
699,"al-Harroun, Fareed","Fredericktown","OH","Fall prevention assistance, Volunteer coordination, Grocery shopping assistance","Mon 9-12, Mon 9-12"
700,"el-Munir, Raakaan","Jeffersonville","IN","Assistive technology training, Respite care (for family caregivers), Grocery shopping assistance, Music and entertainment (playing instruments, singing)","Mon 9-12, Tue 14-17, Mon 9-12"
701,"Cho, Haseeb","Livermore","IA","Mental wellness support (non-clinical), Playing games (cards, board games), Transportation (driving, accompanying), Respite care (for family caregivers)","Mon 9-12, Mon 9-12, Tue 14-17"
702,"Knowles, Elijah Thomas","Montmorenci","IN","Financial management assistance (budgeting), Walking and exercise assistance, Playing games (cards, board games), Home accessibility modifications, Transportation (driving, accompanying), Assistive technology training, Home safety assessments","Mon 9-12, Mon 9-12, Tue 14-17"
703,"Thomas, Chadwick","Princeton","MO","Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Gardening and yard work, Home accessibility modifications, Volunteer coordination, Personal care assistance (dressing, bathing), Home safety assessments, Music and entertainment (playing instruments, singing)","Mon 9-12, Tue 14-17"
704,"Milan, Amanda","Piedmont","AL","Educational program development, Minor home repairs (plumbing, electrical), Medication reminders (non-medical), Volunteer coordination, Respite care (for family caregivers), Mental wellness support (non-clinical), Senior center activities organization, Senior center activities organization","Mon 9-12, Tue 14-17"
705,"Sherwood, Colin","Swansboro","NC","Legal assistance referrals, Social event planning, Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17"
706,"Anderson, Angelita","Saint Charles","MI","Medication reminders (non-medical), Companionship (social outings, visits), Home safety assessments, Home safety assessments, Legal assistance referrals, Medication reminders (non-medical), Arts and crafts instruction","Mon 9-12, Tue 14-17"
707,"Graves, Makenzi","Allentown","PA","Music and entertainment (playing instruments, singing), Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12, Tue 14-17"
708,"Acosta, David","Broomall","PA","Grocery shopping assistance, Minor home repairs (plumbing, electrical), Pet care (walking, feeding), Housekeeping and cleaning","Tue 14-17, Tue 14-17"
709,"Sanchez, Daniel","Oklahoma City","OK","Travel companionship, Gardening and yard work","Tue 14-17, Tue 14-17"
710,"Aragon, Joseph","Pinola","MS","Reading aloud (books, newspapers)","Mon 9-12, Mon 9-12"
711,"Daniel, Kaila","Indialantic","FL","Housekeeping and cleaning, Housekeeping and cleaning, Walking and exercise assistance, Mental wellness support (non-clinical), Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12, Mon 9-12"
712,"al-Abid, Abdul Khaliq","Tujunga","CA","Reading aloud (books, newspapers), Travel companionship, Financial management assistance (budgeting), Transportation (driving, accompanying), Music and entertainment (playing instruments, singing), Reading aloud (books, newspapers), Home safety assessments","Mon 9-12, Tue 14-17"
713,"Ross, Yekalo","Randlett","OK","Arts and crafts instruction, Fall prevention assistance, Financial management assistance (budgeting), Grocery shopping assistance, Travel companionship","Mon 9-12, Tue 14-17, Tue 14-17"
714,"Matthews, Stephanie","North Reading","MA","Travel companionship, Grocery shopping assistance, Personal care assistance (dressing, bathing), Educational program development, Transportation (driving, accompanying), Financial management assistance (budgeting), Fall prevention assistance","Tue 14-17, Tue 14-17"
715,"al-Sabir, Fateen","Tampa","FL","Legal assistance referrals, Respite care (for family caregivers), Home safety assessments, Pet care (walking, feeding), Tech support (computers, phones, tablets)","Mon 9-12, Tue 14-17, Mon 9-12"
716,"Richardson, Brianna","Gaston","IN","Fall prevention assistance, Travel companionship, Respite care (for family caregivers)","Tue 14-17, Mon 9-12, Mon 9-12"
717,"Cummings, Letyraial","Metlakatla","AK","Running errands (post office, pharmacy), Mental wellness support (non-clinical), Walking and exercise assistance, Running errands (post office, pharmacy), Meal preparation and cooking","Mon 9-12, Tue 14-17"
718,"Chu, Tarah","Williston","SC","Housekeeping and cleaning, Transportation (driving, accompanying), Medication reminders (non-medical), Home accessibility modifications, Medication reminders (non-medical), Personal care assistance (dressing, bathing)","Mon 9-12, Tue 14-17"
719,"Garcia, Treamon","Long Beach","CA","Mental wellness support (non-clinical), Meal preparation and cooking, Medication reminders (non-medical), Tech support (computers, phones, tablets)","Mon 9-12, Tue 14-17, Mon 9-12"
720,"Barton, James","Oakpark","VA","Social event planning","Mon 9-12, Mon 9-12"
721,"el-Haidar, Labeeb","Greensboro","MD","Assistive technology training, Fall prevention assistance, Music and entertainment (playing instruments, singing), Grocery shopping assistance, Mental wellness support (non-clinical), Tech support (computers, phones, tablets), Senior center activities organization, Gardening and yard work","Mon 9-12, Tue 14-17, Tue 14-17"
722,"Lechuga Reyes, Kayla","Alpine","TX","Playing games (cards, board games), Music and entertainment (playing instruments, singing), Volunteer coordination, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17, Tue 14-17"
723,"Leben, Laurel","Miami","FL","Reading aloud (books, newspapers), Social event planning, Personal care assistance (dressing, bathing), Educational program development, Tech support (computers, phones, tablets), Volunteer coordination","Tue 14-17, Mon 9-12, Mon 9-12"
724,"Villezca, Jordan","Amarillo","TX","Pet care (walking, feeding), Minor home repairs (plumbing, electrical), Grocery shopping assistance, Transportation (driving, accompanying), Senior center activities organization, Walking and exercise assistance","Mon 9-12, Mon 9-12, Tue 14-17"
